question_id,correct_answer,model,model_short,strategy,predicted_answer,is_correct
28,C,gemma2-9b-it,gemma2-9b-it,COT_with_Panchavakya,C,True
28,C,gemma2-9b-it,gemma2-9b-it,COT_without_Panchavakya,C,True
29,A,gemma2-9b-it,gemma2-9b-it,COT_with_Panchavakya,D,False
29,A,gemma2-9b-it,gemma2-9b-it,COT_without_Panchavakya,C,False
30,B,gemma2-9b-it,gemma2-9b-it,COT_with_Panchavakya,B,True
30,B,gemma2-9b-it,gemma2-9b-it,COT_without_Panchavakya,C,False
1,A,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,True
1,A,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,B,False
2,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,False
2,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,False
3,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,False
3,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,False
4,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,False
4,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,False
5,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,C,False
5,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,C,False
6,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,B,True
6,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,B,True
7,A,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,True
7,A,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,True
8,C,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,C,True
8,C,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,B,False
9,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,B,True
9,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,D,False
10,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,False
10,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,C,False
11,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,D,True
11,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,C,False
12,A,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,True
12,A,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,True
13,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,B,False
13,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,False
14,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,D,False
14,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,C,False
15,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,C,False
15,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,C,False
16,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,D,True
16,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,D,True
17,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,False
17,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,False
18,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,False
18,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,C,False
19,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,C,False
19,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,D,False
20,C,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,C,True
20,C,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,False
21,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,False
21,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,False
22,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,D,True
22,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,D,True
23,C,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,C,True
23,C,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,C,True
24,C,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,C,True
24,C,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,B,False
25,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,D,True
25,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,D,True
26,A,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,A,True
26,A,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,C,False
27,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,C,False
27,D,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,False
28,C,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,C,True
28,C,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,C,True
29,A,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,D,False
29,A,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,C,False
30,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_with_Panchavakya,B,True
30,B,gemma2-9b-it,gemma2-9b-it,ZeroShot_without_Panchavakya,A,False
1,A,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,A,True
1,A,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,A,True
2,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,C,False
2,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,A,False
3,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,A,False
3,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,D,True
4,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,A,False
4,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,,False
5,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,C,False
5,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,B,True
6,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,B,True
6,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,B,True
7,A,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,A,True
7,A,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,C,False
8,C,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,C,True
8,C,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,B,False
9,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,B,True
9,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,D,False
10,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,A,False
10,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,B,False
11,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,D,True
11,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,B,False
12,A,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,A,True
12,A,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,C,False
13,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,B,False
13,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,C,False
14,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,D,False
14,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,,False
15,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,C,False
15,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,C,False
16,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,D,True
16,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,D,True
17,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,A,False
17,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,A,False
18,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,A,False
18,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,C,False
19,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,A,False
19,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,A,False
20,C,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,C,True
20,C,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,A,False
21,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,B,True
21,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,A,False
22,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,D,True
22,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,B,False
23,C,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,C,True
23,C,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,C,True
24,C,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,,False
24,C,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,A,False
25,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,D,True
25,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,D,True
26,A,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,A,True
26,A,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,D,False
27,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,C,False
27,D,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,C,False
28,C,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,C,True
28,C,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,C,True
29,A,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,D,False
29,A,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,B,False
30,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_with_Panchavakya,B,True
30,B,llama-3.1-8b-instant,llama-3.1-8b-instant,COT_without_Panchavakya,,False
1,A,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,A,True
1,A,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,False
2,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,C,False
2,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,C,False
3,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,A,False
3,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,True
4,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,A,False
4,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,A,False
5,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,C,False
5,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,C,False
6,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,D,False
6,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,False
7,A,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,A,True
7,A,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,A,True
8,C,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,C,True
8,C,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,B,False
9,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,B,True
9,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,False
10,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,A,False
10,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,True
11,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,D,True
11,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,C,False
12,A,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,A,True
12,A,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,B,False
13,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,D,True
13,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,C,False
14,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,D,False
14,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,C,False
15,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,C,False
15,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,False
16,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,D,True
16,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,True
17,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,A,False
17,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,A,False
18,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,A,False
18,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,C,False
19,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,A,False
19,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,False
20,C,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,C,True
20,C,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,A,False
21,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,C,False
21,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,C,False
22,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,D,True
22,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,True
23,C,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,C,True
23,C,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,C,True
24,C,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,C,True
24,C,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,B,False
25,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,D,True
25,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,True
26,A,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,A,True
26,A,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,False
27,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,C,False
27,D,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,True
28,C,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,C,True
28,C,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,C,True
29,A,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,D,False
29,A,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,False
30,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_with_Panchavakya,B,True
30,B,llama-3.1-8b-instant,llama-3.1-8b-instant,ZeroShot_without_Panchavakya,D,False
1,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,A,True
1,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,B,False
2,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,A,False
2,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,False
3,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,D,True
3,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,D,True
4,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,D,True
4,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,False
5,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,C,False
5,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,C,False
6,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,B,True
6,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,B,True
7,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,A,True
7,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,True
8,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,C,True
8,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,False
9,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,B,True
9,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,B,True
10,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,A,False
10,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,B,False
11,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,D,True
11,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,D,True
12,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,A,True
12,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,True
13,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,D,True
13,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,False
14,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,D,False
14,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,D,False
15,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,C,False
15,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,C,False
16,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,D,True
16,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,D,True
17,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,A,False
17,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,False
18,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,A,False
18,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,False
19,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,B,True
19,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,False
20,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,D,False
20,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,False
21,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,A,False
21,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,B,True
22,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,D,True
22,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,D,True
23,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,C,True
23,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,A,False
24,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,C,True
24,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,C,True
25,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,D,True
25,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,C,False
26,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,A,True
26,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,D,False
27,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,C,False
27,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,D,True
28,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,C,True
28,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,B,False
29,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,D,False
29,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,C,False
30,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_with_Panchavakya,B,True
30,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,COT_without_Panchavakya,B,True
1,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,A,True
1,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,B,False
2,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,A,False
2,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,A,False
3,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,A,False
3,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,A,False
4,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,D,True
4,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,A,False
5,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,C,False
5,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,C,False
6,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,B,True
6,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,D,False
7,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,A,True
7,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,D,False
8,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,C,True
8,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,A,False
9,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,B,True
9,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,B,True
10,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,A,False
10,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,B,False
11,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,D,True
11,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,D,True
12,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,A,True
12,A,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,D,False
13,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,B,False
13,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,A,False
14,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,D,False
14,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,D,False
15,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,C,False
15,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,C,False
16,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,D,True
16,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,D,True
17,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,A,False
17,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,A,False
18,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,A,False
18,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,B,False
19,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,B,True
19,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,C,False
20,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,A,False
20,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,A,False
21,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,A,False
21,B,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,B,True
22,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,D,True
22,D,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,A,False
23,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,C,True
23,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_without_Panchavakya,A,False
24,C,llama-3.3-70b-versatile,llama-3.3-70b-versatile,ZeroShot_with_Panchavakya,C,True
